index,close,SMA_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns,Market Daily Returns,Market Cumulative Returns
2021-10-18,108.43049736022948,1,800,800.0,86744.39788818358,63255.60211181642,150000.0,,,,,,
2021-10-19,109.45799598693849,1,800,0.0,87566.39678955078,63255.60211181642,150821.9989013672,0.005479992675781142,0.005479992675781142,0.009476103602987562,0.009476103602987562,0.007393339551406308,0.007393339551406308
2021-10-20,109.82000226974488,1,800,0.0,87856.0018157959,63255.60211181642,151111.6039276123,0.0019201776156971828,0.007410692850748468,0.003307262110386011,0.012814705671773785,0.0036640298040166996,0.01108445877189057
2021-10-21,109.72900323867798,1,800,0.0,87783.20259094238,63255.60211181642,151038.8047027588,-0.000481758005085986,0.006925364685058444,-0.0008286198250423427,0.01197546732755983,0.002995871849622578,0.01411353823951611
2021-10-22,109.49550104141235,1,800,0.0,87596.40083312988,63255.60211181642,150852.0029449463,-0.0012367799002390711,0.005680019632975153,-0.0021279897782149337,0.009821993877282553,-0.0010725536274130976,0.0130258470854685
2021-10-25,109.9609959602356,1,800,0.0,87968.79676818849,63255.60211181642,151224.3988800049,0.0024686177696595646,0.008162659200032785,0.004251269818357217,0.014115019641766313,0.004748196569493546,0.01783589293740806
2021-10-26,110.09600343704224,1,800,0.0,88076.80274963379,63255.60211181642,151332.4048614502,0.0007142100232846449,0.008882699076334655,0.0012277760457486409,0.015360125770516486,0.0018197952535197182,0.019688145864237505
2021-10-27,109.76650304794312,1,800,0.0,87813.20243835449,63255.60211181642,151068.8045501709,-0.0017418629639873728,0.007125363667805917,-0.0029928460508337196,0.012321309227930177,-0.005051568068462853,0.014537121786799556
2021-10-28,111.14899892807009,1,800,0.0,88919.19914245607,63255.60211181642,152174.8012542725,0.0073211455362665045,0.014498675028483232,0.012594879510037238,0.025071374143099012,0.009829281576461124,0.024509292826614404
2021-10-29,111.38149862289428,1,800,0.0,89105.19889831543,63255.60211181642,152360.80101013184,0.0012222769757297414,0.015738673400878866,0.002091783975262329,0.02721560201703177,0.001949334719149265,0.026506404361212432
2021-11-01,111.26349620819092,1,800,0.0,89010.79696655273,63255.60211181642,152266.39907836914,-0.0006195946144731401,0.015109327189127608,-0.0010594435894859533,0.026127325032454962,0.0018000771431341267,0.02835419507698389
2021-11-02,112.16400232315064,1,800,0.0,89731.20185852051,63255.60211181642,152986.8039703369,0.0047312138221446975,0.01991202646891277,0.008093455137116567,0.03443224050257454,0.0036803630854131963,0.03213891189527507
2021-11-03,112.5075023651123,1,800,0.0,90006.00189208984,63255.60211181642,153261.60400390625,0.0017962335733388013,0.02174402669270825,0.0030624802507672744,0.037600168809870604,0.006461279195357994,0.038807849573423425
2021-11-04,113.33450136184692,1,800,0.0,90667.60108947754,63255.60211181642,153923.20320129395,0.004316796771687503,0.026154688008626303,0.007350611997863243,0.04522716505970936,0.004181942361150437,0.043152084124650214
2021-11-05,113.89900083541868,1,800,0.0,91119.20066833495,63255.60211181642,154374.80278015137,0.0029339278904352284,0.02916535186767577,0.004980826374922254,0.050433260091224064,0.003732799652949259,0.04704596186224408
2021-11-08,114.713498210907,1,800,0.0,91770.7985687256,63255.60211181642,155026.40068054202,0.00422088247988639,0.03350933787028021,0.00715104934647548,0.05794496016931561,0.0008877879113036169,0.047975516609764624
2021-11-09,114.59049644470215,1,800,0.0,91672.39715576172,63255.60211181642,154927.99926757812,-0.0006347397122807852,0.032853328450521024,-0.0010722518981917117,0.056810576677591706,-0.003498775895770745,0.04430888513289255
2021-11-10,113.28000001907348,1,800,0.0,90624.00001525879,63255.60211181642,153879.6021270752,-0.006766995930104436,0.02586401418050155,-0.011436344778042562,0.04472452655762482,-0.008225823395229703,0.035718584673720244
2021-11-11,113.6025013923645,1,800,0.0,90882.0011138916,63255.60211181642,154137.603225708,0.0016766426158274506,0.027584021504720502,0.002846940088600869,0.04769879469382632,0.0005509400447352153,0.036289203517093416
2021-11-12,114.5229995727539,1,800,0.0,91618.39965820312,63255.60211181642,154874.00177001953,0.004777539866331004,0.032493345133464135,0.008102798522104271,0.05618808693908184,0.007222656026415475,0.0437739639779855
2021-11-15,114.59499893188476,1,800,0.0,91675.99914550781,63255.60211181642,154931.60125732422,0.0003719119196663456,0.0328773417154955,0.0006286890790450084,0.05685210085475778,-1.0739820344718431e-05,0.04376275403313179
2021-11-16,114.89899711608886,1,800,0.0,91919.1976928711,63255.60211181642,155174.7998046875,0.0015697155737735002,0.034498665364584014,0.002652804983093615,0.05965572337429825,0.003865229864862485,0.04779713700185173
2021-11-17,114.92549953460691,1,800,0.0,91940.39962768553,63255.60211181642,155196.00173950195,0.00013663259009288886,0.03464001159668051,0.00023065839722935522,0.05990014186506665,-0.002601625374463401,0.04507116138293754
2021-11-18,115.6520043373108,1,800,0.0,92521.60346984863,63255.60211181642,155777.20558166504,0.0037449665948137145,0.038514703877767786,0.006321528343543159,0.06660033065319215,0.0033847802152713324,0.048608497573537246
2021-11-19,116.05499906539916,1,800,0.0,92843.99925231932,63255.60211181642,156099.60136413574,0.0020695953638845133,0.04066400909423917,0.003484545991204735,0.07031694855958737,-0.001398665559303236,0.047141844982788506
2021-11-22,114.72999753952026,1,800,0.0,91783.99803161621,63255.60211181642,155039.60014343262,-0.006790544059305126,0.033597334289551695,-0.011417013799915998,0.058097125187598575,-0.0031971365563219223,0.0437939895105397
2021-11-23,115.0249979019165,1,800,0.0,92019.9983215332,63255.60211181642,155275.6004333496,0.0015221936182669982,0.03517066955566506,0.002571257462937071,0.06081776531724947,0.001657132912945114,0.04552369488489183
2021-11-24,115.913503074646,1,800,0.0,92730.8024597168,63255.60211181642,155986.4045715332,0.004577693702035868,0.039909363810222365,0.0077244528488245034,0.06901200212663805,0.0022938506357221833,0.04792197007706611
2021-11-26,112.71200380325315,1,800,0.0,90169.60304260252,63255.60211181642,153425.20515441895,-0.01641937593311038,0.022834701029460724,-0.027619726662312605,0.039486182829168825,-0.022724822637582465,0.024108129169038817
2021-11-29,115.27100038528442,1,800,0.0,92216.80030822754,63255.60211181642,155472.40242004395,0.013343291694246417,0.03648268280029421,0.022703851370597494,0.06308652262591208,0.013200199537034996,0.03762656082156979
2021-11-30,113.9635003566742,1,800,0.0,91170.80028533936,63255.60211181642,154426.40239715576,-0.006727882290402776,0.02950934931437299,-0.011342835789053596,0.0510281067702103,-0.01896131033450521,0.01795180159050669
2021-12-01,112.2170021057129,1,800,0.0,89773.60168457031,63255.60211181642,153029.20379638672,-0.00904766658473144,0.020194691975912837,-0.015325066758174799,0.0349210308692387,-0.011815187417889228,0.005924510272336869
2021-12-02,113.81800050735474,1,800,0.0,91054.40040588379,63255.60211181642,154310.0025177002,0.008369635922680807,0.02873335011800271,0.014266986032416273,0.04968623476130407,0.01419443613158311,0.020203041486591466
2021-12-03,111.97650275230409,1,800,0.0,89581.20220184326,63255.60211181642,152836.80431365967,-0.009547003953107591,0.018912028757732458,-0.016179319148482696,0.03270302616333187,-0.008448563730297565,0.01158379107274854
2021-12-06,112.87349872589112,1,800,0.0,90298.7989807129,63255.60211181642,153554.40109252933,0.004695183088210708,0.023696007283530163,0.008010573214375372,0.04097556936312019,0.011730872577451423,0.023450551627238303
2021-12-07,116.1945017814636,1,800,0.0,92955.60142517088,63255.60211181642,156211.2035369873,0.0173020273307376,0.0414080235799168,0.02942234530744381,0.07160351202153481,0.020707080374404274,0.04464322445901181
2021-12-08,116.92099924087525,1,800,0.0,93536.7993927002,63255.60211181642,156792.4015045166,0.003720590805074142,0.045282676696778656,0.006252425444174925,0.0783036330861655,0.0030852853123166657,0.047866246856046235
2021-12-09,115.32300138473512,1,800,0.0,92258.4011077881,63255.60211181642,155514.00321960452,-0.008153445400702397,0.036760021464031345,-0.013667329791186678,0.06356610171774202,-0.007181080169894716,0.040341435330046194
2021-12-10,117.0585015296936,1,800,0.0,93646.80122375488,63255.60211181642,156902.4033355713,0.008927814133921963,0.04601602223714307,0.01504903726160034,0.07957174761266739,0.009549073338481762,0.050275731993074224
2021-12-13,115.73649883270264,1,800,0.0,92589.19906616211,63255.60211181642,155844.80117797852,-0.00674050961049244,0.038965341186524505,-0.011293521441974153,0.06737958093285412,-0.009136167611567658,0.04068023686722366
2021-12-14,114.0734977722168,1,800,0.0,91258.79821777344,63255.60211181642,154514.40032958984,-0.008536703427593495,0.030096002197266714,-0.014368855782389889,0.052042557669362166,-0.0074706775774360246,0.032905650356378935
2021-12-15,116.87800121307372,1,800,0.0,93502.40097045897,63255.60211181642,156758.0030822754,0.014520347280899237,0.045053353881836955,0.02458505696438773,0.07790708387862355,0.016348464630746795,0.049792071848128616
2021-12-16,114.1744966506958,1,800,0.0,91339.59732055664,63255.60211181642,154595.19943237305,-0.013797086001198777,0.030634662882488062,-0.023130995861653236,0.0529740195821804,-0.008743415379980468,0.04061330370135008
2021-12-17,113.39600200653076,1,800,0.0,90716.80160522461,63255.60211181642,153972.40371704102,-0.004028557921712639,0.026482691446941153,-0.006818463553614373,0.045794354606756515,-0.010287680637092622,0.02990780636616064
2021-12-20,112.06250276565552,1,800,0.0,89650.00221252441,63255.60211181642,152905.60432434082,-0.006928510349560324,0.01937069549560655,-0.011759667160033072,0.03349616107873943,-0.01138805785140995,0.018179156685644182
2021-12-21,114.62149772644042,1,800,0.0,91697.19818115234,63255.60211181642,154952.80029296875,0.013388626124425373,0.033018668619792635,0.02283542574572217,0.057096485923541884,0.017777934551572505,0.036280279094976775
2021-12-22,116.07049856185914,1,800,0.0,92856.3988494873,63255.60211181642,156112.0009613037,0.00748099205786068,0.040746673075359174,0.012641614916574895,0.07045989262825181,0.010180197220578835,0.04682981671196007
2021-12-23,116.702001953125,1,800,0.0,93361.6015625,63255.60211181642,156617.2036743164,0.003236155515923045,0.04411469116211064,0.005440688194591647,0.07628393112885812,0.006223699921661829,0.05334497136022365
2021-12-27,118.91249771118164,1,800,0.0,95129.99816894531,63255.60211181642,158385.60028076172,0.011291202785887355,0.05590400187174627,0.018941369651435114,0.09667022291826965,0.01383893524747526,0.06792214421213139
2021-12-28,118.26759872436524,1,800,0.0,94614.07897949219,63255.60211181642,157869.6810913086,-0.0032573617079998396,0.05246454060872541,-0.005423307047025094,0.09072264357005433,-0.0010101548486260992,0.06684337748020042
2021-12-29,118.47400207519532,1,800,0.0,94779.20166015625,63255.60211181642,158034.80377197266,0.0010459429544837917,0.053565358479819025,0.0017452231469679003,0.09262619797453486,0.0014018951394270118,0.06833898002561978
2021-12-30,117.9400004386902,1,800,0.0,94352.00035095216,63255.60211181642,157607.60246276858,-0.002703210299298875,0.050717349751791874,-0.004507331795596592,0.08770136917170235,-0.0029897555945093135,0.06514490758325575
2021-12-31,117.48399848937989,1,800,0.0,93987.1987915039,63255.60211181642,157242.8009033203,-0.002314619052303901,0.04828533935547008,-0.003866389245499202,0.08349589229562215,-0.0026261799136575448,0.062347645421825915
2022-01-03,118.0740016937256,1,800,0.0,94459.20135498048,63255.60211181642,157714.8034667969,0.0030017435505158563,0.051432023111980696,0.005021987776480552,0.0889371954225977,0.006374052530970564,0.0691191051198976
2022-01-04,117.45400171279908,1,800,0.0,93963.20137023927,63255.60211181642,157218.8034820557,-0.0031449171151878286,0.0481253565470392,-0.005250944086190534,0.08321924709606043,-0.000629621957060511,0.06844596425660132
2022-01-05,114.1400032043457,1,800,0.0,91312.00256347656,63255.60211181642,154567.60467529297,-0.016863115276572582,0.030450697835287643,-0.02821528819900776,0.05265590385653285,-0.019392757790687165,0.04772585045933586
2022-01-06,113.73150110244752,1,800,0.0,90985.20088195802,63255.60211181642,154240.80299377444,-0.002114296085554579,0.028272019958497596,-0.0035789564607496827,0.048888494208479294,-0.0009637690162076495,0.04671608474718325
2022-01-07,112.49099664688111,1,800,0.0,89992.7973175049,63255.60211181642,153248.39942932132,-0.006434118243621834,0.021655996195476757,-0.010907307505323316,0.03744794486335179,-0.004050216740091761,0.04247665773861686
2022-01-10,112.3985032081604,1,800,0.0,89918.80256652832,63255.60211181642,153174.40467834473,-0.0004828419171236664,0.02116269785563274,-0.0008222297026228009,0.03659492434816025,-0.0014410312534549607,0.04097441629381815
2022-01-11,113.61599779129028,1,800,0.0,90892.79823303223,63255.60211181642,154148.40034484863,0.006358736425639888,0.02765600229899201,0.010831946586291163,0.0478232652003201,0.009159984668711818,0.05050972598759085
2022-01-12,114.24850282669068,1,800,0.0,91398.80226135254,63255.60211181642,154654.40437316895,0.003282577225506955,0.0310293624877942,0.005567042033660652,0.053656541361537746,0.002817754443029452,0.05346980443543803
2022-01-13,111.91799669265748,1,800,0.0,89534.39735412599,63255.60211181642,152789.9994659424,-0.012055297841553014,0.018599996439617295,-0.020398570452765274,0.03216345416955746,-0.0142436152864307,0.03846458582518819
2022-01-14,112.53349819183347,1,800,0.0,90026.79855346678,63255.60211181642,153282.4006652832,0.003222731861129091,0.02188267110188913,0.00549957573728066,0.03783991525901609,0.0008199802697488323,0.03931610629639781
