index,SMA_30,SMA_100,SMA_200,EMA_50,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,HLC3,OHLC4,LR_14,STOCHk_14_3_3,STOCHd_14_3_3
2018-10-16,56.09685039997101,55.63107007741928,53.840029278993605,55.804018600827675,-0.7305833637409336,-0.2659033172035524,-0.46468004653738115,53.08709154621528,55.764650328159334,58.44220911010339,9.60306848940099,0.3072588103348423,43.885064025012,54.45516589482626,54.29887480735779,53.7199918493334,32.077576131073585,20.732294785192057
2018-10-17,56.015967100461324,55.640340095043186,53.848650965929025,55.75239048398135,-0.7043307983175353,-0.19172060142412328,-0.512610196893412,52.95342463605872,55.66440046072006,58.3753762853814,9.740429438647622,0.2829381529765684,42.41115914467072,54.4671681245168,54.54012624025345,53.64037915104041,36.9542213669564,29.097599869088313
2018-10-18,55.91936706225077,55.643740078926086,53.85207335948944,55.67429674751488,-0.7336905162542209,-0.17686425548864704,-0.5568262607655738,52.745910320430035,55.50037536144257,58.25484040245511,9.925933016035525,0.1842626187920542,38.303011314673675,53.89950011571248,54.000625419616696,53.488170432625225,39.509951404183525,36.18058296740451
2018-10-19,55.83945039431254,55.642985105514526,53.85708347082138,55.604520448605896,-0.7376424666034751,-0.14465296467032096,-0.5929895019331541,52.58835227773067,55.35115040302277,58.11394852831487,9.982802905361917,0.23647200923644723,39.4676980050409,54.03200023969015,54.03374977111817,53.44792465136603,33.81605582872937,36.76007619995644
2018-10-22,55.75226700305939,55.64242007303238,53.86028795742989,55.538460745754456,-0.7303384872986172,-0.10987918829237042,-0.6204592990062467,52.456867510621,55.210625207424165,57.96438290422733,9.975462826068,0.26566072188771456,39.69639029128354,53.983499463399255,53.99599910974503,53.482146009403316,29.95989523761016,34.42863415684102
2018-10-23,55.64991693178813,55.634715085029605,53.862606547355654,55.471011300780184,-0.7243897673485051,-0.08314437467380664,-0.6412453926746985,52.340290457986036,55.06505019187928,57.78980992577252,9.896512304623588,0.2712550069162179,39.051247590522394,53.5506667137146,53.44212528467178,53.56135916563177,31.746835438171132,31.84092883483689
2018-10-24,55.51015027523041,55.610330064296726,53.86015341830253,55.35567750071763,-0.8142602999315116,-0.13841192580545048,-0.6758483741260611,51.997995176995104,54.88105015993118,57.76410514286725,10.506559092927127,0.09226397438461047,31.95197669293866,53.038332287470496,53.24674923419952,53.33249294522048,23.467969951076906,28.391566875619404
2018-10-25,55.39491697470347,55.597785057544705,53.86672869944572,55.29529805760537,-0.7728052879652623,-0.07756553107136088,-0.6952397568939014,51.92765863422431,54.74747515916823,57.567291684112156,10.301174681556821,0.3348343855755335,43.07501854579855,53.59633262952169,53.45087406635284,53.43189453062117,26.916880150168478,27.377228513138846
2018-10-26,55.25825022697449,55.57352005386353,53.86975655364991,55.20075688168636,-0.8058273739726189,-0.08847009366297398,-0.717357280309645,51.79735139218919,54.546800019741056,57.29624864729292,10.081062964488511,0.19770267183521611,38.20375528986279,52.97599973678589,52.960249805450445,53.34636877049454,21.472194239074113,23.95234811343984
2018-10-29,55.1240002822876,55.54806005477905,53.869632389545444,55.097393906361205,-0.8480031057613786,-0.10451666036138696,-0.7434864453999916,51.68195300707405,54.32764999389648,56.97334698071891,9.739780708790695,0.16688381326716026,36.671904070917954,52.701832580566396,52.882249200344084,53.275676916457755,27.39869489369099,25.262589760977864
2018-10-30,55.00103362401327,55.52766006183625,53.873851425647736,55.017515757038524,-0.8318558446850304,-0.07069551942803098,-0.7611603252569994,51.71734841076632,54.135575106143946,56.55380180152157,8.933965107551531,0.2777143868343468,40.64671816683617,52.835333363215135,52.75724973678589,53.17145748725301,28.01370746836532,25.62819886704348
2018-10-31,54.90261702537536,55.512890059471125,53.87806741380692,54.959574002287795,-0.7714743127247132,-0.00825118997417107,-0.7632231227505422,51.89162752301129,53.969250149726875,56.04687277644246,7.699282909996488,0.396697038886538,44.29071078082315,53.61883314450582,53.60387442111969,53.084997128077895,41.71702750017849,32.37647662074494
2018-11-01,54.801133631070456,55.500630055904395,53.88378912520408,54.9218260163349,-0.6789193260334798,0.06744303737364987,-0.7463623634071297,52.02458906062433,53.86547522783279,55.70636139504125,6.835124574403669,0.5357233203766082,47.59313359812269,53.758000230789186,53.73487542867661,53.20016425635785,57.86014957811761,42.530294848887145
2018-11-02,54.67308357874552,55.48370004940032,53.88478966093063,54.8479504362427,-0.6751693179933795,0.05695443633100017,-0.7321237543243797,52.04761894059753,53.73710010528564,55.42658126997375,6.287950638862002,0.29310175339216105,41.97052433942422,53.20050052007039,53.33125026226044,53.048304536002085,57.63052194178931,52.40256634002847
2018-11-05,54.55878346443176,55.46446502971649,53.885293418884274,54.78730526260391,-0.6435171144373868,0.07088531190959435,-0.7144024263469811,52.12976389424081,53.628850030899045,55.12793616755728,5.590595866942941,0.39081630653479094,43.93056631504728,53.09516579310099,53.08287385702133,53.113096328148416,55.63534626321731,57.04200592770808
2018-11-06,54.45708343505859,55.452885012626645,53.885612916946414,54.74384228480036,-0.5812708255481382,0.10650528063907427,-0.6877761061872125,52.36569486380952,53.52789989709854,54.69010493038756,4.342427166106759,0.5650054969591417,46.70774085647783,53.5758337020874,53.49012542963028,53.271846883899606,55.016652603069076,56.0941736026919
2018-11-07,54.41271675268809,55.45318998861313,53.89341680598259,54.74914257037806,-0.4301516818944222,0.20609953943423232,-0.6362512213286545,52.28548750888684,53.58819984197616,54.89091217506549,4.861937280710435,0.9954277672318587,54.43395067352562,54.612332773208614,54.50737466812134,53.64459409713743,73.82356041313523,61.49185309314054
2018-11-08,54.35810000101724,55.45538497543335,53.90144855690002,54.75305851532357,-0.3092446732985792,0.26160523842406036,-0.5708499117226395,52.34941404149749,53.6955248761177,55.041635710737914,5.013866007366009,0.9284469973441607,54.2223043439014,54.74533416430156,54.736500489711766,53.9981808958997,88.80513655787138,72.54844985802522
2018-11-09,54.269533259073896,55.44872495317459,53.9041950814724,54.73297773440553,-0.2594942737289401,0.2490845103949596,-0.5085787841238997,52.35221301533106,53.7190247797966,55.085836544262136,5.08874377399192,0.6909457599382611,49.98092796084333,54.240998872121175,54.31349902153015,54.192479360286974,91.61275943509689,84.74715213536784
2018-11-12,54.13903313477834,55.43217493963241,53.90274757504463,54.66631185458255,-0.313923577168417,0.15572416556438617,-0.4696477427328032,52.308987893026654,53.701399691104896,55.09381148918314,5.185756073724394,0.2599841178063414,42.8149960741128,53.41099993387858,53.552749764919284,54.09174926160453,72.59376302527166,84.33721967274664
2018-11-13,54.009216505686446,55.41542492055893,53.9042700703144,54.601260408556826,-0.35502415563278333,0.09169886968001595,-0.4467230253127993,52.2762245257797,53.615149760246275,54.95407499471285,4.994577989444832,0.2730830058028426,42.67591383704833,53.19483412106832,53.178250837326054,53.862587789388826,54.01530195230834,72.74060813755897
2018-11-14,53.86351650555928,55.40104491615296,53.90153507709503,54.51868157431623,-0.42402289674190996,0.01816010285671149,-0.44218299959862145,52.15482797050696,53.515549685955044,54.87627140140313,5.085332107894625,0.125180689426499,39.874830045428325,52.77933309872946,52.94287483692169,53.646172745254,36.40537001919477,54.338144998924925
