index,close,MACD_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2019-06-04,165.16000204086305,0,200,0.0,33032.00040817261,117400.59955596924,150432.59996414185,0.0028839997609455548,0.0028839997609455548,0.013270181606087172,0.013270181606087172
2019-06-05,166.24499549865723,0,200,0.0,33248.999099731445,117400.59955596924,150649.59865570068,0.0014424977804714523,0.004330657704671115,0.006569347568340156,0.019926705609692785
2019-06-06,166.90500411987307,1,400,200.0,66762.00164794923,84019.59873199463,150781.60037994385,0.0008762168994878028,0.0052106691996256504,0.003970096177849491,0.023975912725320514
2019-06-07,168.2960041999817,1,400,0.0,67318.40167999268,84019.59873199463,151338.0004119873,0.003690105627221163,0.00892000274658189,0.008334082536612275,0.03250981249747631
2019-06-10,168.6550008773804,1,400,0.0,67462.00035095215,84019.59873199463,151481.59908294678,0.0009488606336052197,0.009877327219645071,0.0021331265653348197,0.0347122866074836
2019-06-11,168.58500490188598,1,400,0.0,67434.0019607544,84019.59873199463,151453.60069274902,-0.00018483030524663047,0.009690671284993346,-0.0004150246072175401,0.03428285554715127
2019-06-12,168.4890025138855,1,400,0.0,67395.6010055542,84019.59873199463,151415.19973754883,-0.00025354930503174167,0.009434664916992075,-0.0005694598286267727,0.03369387300947979
2019-06-13,169.15499849319457,1,400,0.0,67661.99939727783,84019.59873199463,151681.59812927246,0.0017593900228338732,0.011210654195149772,0.003952756377996636,0.03777981305891398
2019-06-14,168.99899883270265,1,400,0.0,67599.59953308105,84019.59873199463,151619.19826507568,-0.0004113871752827736,0.01079465510050448,-0.0009222290909611797,0.036822742325298696
2019-06-17,168.50399532318116,1,400,0.0,67401.59812927246,84019.59873199463,151421.1968612671,-0.0013059124838691316,0.009474645741780474,-0.0029290322010221415,0.03378585512627574
2019-06-18,169.5710048675537,1,400,0.0,67828.40194702148,84019.59873199463,151848.0006790161,0.002818653045914443,0.012320004526773953,0.006332250712074217,0.04033204634353127
2019-06-19,170.04299716949464,1,400,0.0,68017.19886779785,84019.59873199463,152036.79759979248,0.0012433283278814322,0.013578650665283076,0.0027834493421183826,0.04322775789351074
2019-06-20,171.36199693679808,1,400,0.0,68544.79877471924,84019.59873199463,152564.39750671387,0.003470211917447674,0.017095983378092372,0.0077568602604003445,0.051319929831261435
2019-06-21,171.17700204849243,1,400,0.0,68470.80081939697,84019.59873199463,152490.3995513916,-0.00048502767704383665,0.016602663675943985,-0.001079556095356926,0.050184970992841915
2019-06-24,171.28499479293825,1,400,0.0,68513.9979171753,84019.59873199463,152533.59664916992,0.0002832774909462543,0.01689064432779941,0.0006308834899166893,0.05084751535239995
2019-06-25,170.2260004043579,1,400,0.0,68090.40016174316,84019.59873199463,152109.9988937378,-0.002777078392810828,0.014066659291585237,-0.006182645420052868,0.04435049777443245
2019-06-26,170.1439937591553,1,400,0.0,68057.59750366212,84019.59873199463,152077.19623565674,-0.0002156508994781703,0.01384797490437828,-0.0004817515832351571,0.04384738026867718
2019-06-27,170.3920008659363,1,400,0.0,68156.80034637451,84019.59873199463,152176.39907836914,0.0006523189877769564,0.014509327189127674,0.0014576306885805135,0.04536892424435113
2019-06-28,171.12700090408325,1,400,0.0,68450.8003616333,84019.59873199463,152470.39909362793,0.00193196853808697,0.01646932729085293,0.004313582999270205,0.049878209863936984
2019-07-01,171.7580039024353,1,400,0.0,68703.20156097412,84019.59873199463,152722.80029296875,0.0016554111541731142,0.01815200195312494,0.00368733744539651,0.05374946510027412
2019-07-02,172.36400585174562,1,400,0.0,68945.60234069824,84019.59873199463,152965.20107269287,0.0015871944415577488,0.019768007151285794,0.0035282312063580346,0.057467336846724004
2019-07-03,173.36800575256348,1,400,0.0,69347.20230102539,84019.59873199463,153366.80103302002,0.0026254334810196234,0.022445340220133447,0.005824881452809905,0.06362695872407476
2019-07-05,172.98900203704835,1,400,0.0,69195.60081481934,84019.59873199463,153215.19954681396,-0.0009884895895652113,0.021434663645426344,-0.0021861226001298473,0.061301739791500776
